ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,DE-2615,SE-2615,Xray-W,SE-1631,Backscatter,Xray-NaI,Esc-NaI,continuum
6931,2628.054,2141.870,2141.870,1372.758,819.519,0.000,1372.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6932,2628.443,2068.247,2068.247,1368.973,817.043,0.000,1368.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6933,2628.831,2103.556,2103.556,1365.154,814.568,0.000,1365.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6934,2629.220,2128.257,2128.257,1361.301,812.093,0.000,1361.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6935,2629.609,2161.026,2161.026,1357.415,809.618,0.000,1357.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6936,2629.997,2123.252,2123.252,1353.496,807.142,0.000,1353.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6937,2630.386,2030.632,2030.632,1349.545,804.667,0.000,1349.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6938,2630.775,2117.938,2117.938,1345.561,802.192,0.000,1345.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6939,2631.163,2117.789,2117.789,1341.544,799.716,0.000,1341.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6940,2631.552,2088.406,2088.406,1337.496,797.241,0.000,1337.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6941,2631.941,2137.409,2137.409,1333.417,794.766,0.000,1333.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6942,2632.329,2140.095,2140.095,1329.306,792.290,0.000,1329.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6943,2632.718,2046.558,2046.558,1325.164,789.815,0.000,1325.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6944,2633.107,2123.406,2123.406,1320.991,787.340,0.000,1320.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6945,2633.495,2086.257,2086.257,1316.789,784.865,0.000,1316.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6946,2633.884,1988.553,1988.553,1312.556,782.389,0.000,1312.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6947,2634.273,2034.024,2034.024,1308.293,779.914,0.000,1308.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6948,2634.661,1927.794,1927.794,1304.002,777.439,0.000,1304.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6949,2635.050,2044.723,2044.723,1299.681,774.963,0.000,1299.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6950,2635.439,2035.024,2035.024,1295.332,772.488,0.000,1295.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6951,2635.828,1999.330,1999.330,1290.955,770.013,0.000,1290.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6952,2636.216,2025.950,2025.950,1286.549,767.538,0.000,1286.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6953,2636.605,2005.487,2005.487,1282.116,765.062,0.000,1282.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6954,2636.994,1925.791,1925.791,1277.656,762.587,0.000,1277.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6955,2637.382,2004.561,2004.561,1273.170,760.112,0.000,1273.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6956,2637.771,1939.340,1939.340,1268.656,757.636,0.000,1268.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6957,2638.160,1913.877,1913.877,1264.117,755.161,0.000,1264.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6958,2638.549,1957.100,1957.100,1259.552,752.686,0.000,1259.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6959,2638.937,1967.794,1967.794,1254.962,750.210,0.000,1254.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6960,2639.326,1965.107,1965.107,1250.347,747.735,0.000,1250.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6961,2639.715,1969.948,1969.948,1245.707,745.260,0.000,1245.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6962,2640.103,1965.571,1965.571,1241.044,742.785,0.000,1241.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6963,2640.492,1939.105,1939.105,1236.356,740.309,0.000,1236.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6964,2640.881,1993.718,1993.718,1231.646,737.834,0.000,1231.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6965,2641.270,1831.875,1831.875,1226.912,735.359,0.000,1226.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6966,2641.658,1813.105,1813.105,1222.156,732.883,0.000,1222.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6967,2642.047,1942.644,1942.644,1217.378,730.408,0.000,1217.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6968,2642.436,1828.644,1828.644,1212.578,727.933,0.000,1212.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6969,2642.824,1878.723,1878.723,1207.757,725.458,0.000,1207.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6970,2643.213,1950.338,1950.338,1202.915,722.982,0.000,1202.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6971,2643.602,1831.563,1831.563,1198.053,720.507,0.000,1198.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6972,2643.991,1933.568,1933.568,1193.171,718.032,0.000,1193.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6973,2644.379,1846.877,1846.877,1188.269,715.556,0.000,1188.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6974,2644.768,1846.419,1846.419,1183.348,713.081,0.000,1183.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6975,2645.157,1788.566,1788.566,1178.408,710.606,0.000,1178.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6976,2645.546,1809.414,1809.414,1173.450,708.131,0.000,1173.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6977,2645.934,1753.414,1753.414,1168.474,705.655,0.000,1168.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6978,2646.323,1858.262,1858.262,1163.481,703.180,0.000,1163.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6979,2646.712,1808.340,1808.340,1158.471,700.705,0.000,1158.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6980,2647.101,1826.416,1826.416,1153.444,698.229,0.000,1153.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6981,2647.489,1760.573,1760.573,1148.401,695.754,0.000,1148.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6982,2647.878,1718.264,1718.264,1143.342,693.279,0.000,1143.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6983,2648.267,1689.644,1689.644,1138.268,690.803,0.000,1138.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6984,2648.656,1762.036,1762.036,1133.179,688.328,0.000,1133.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6985,2649.044,1840.497,1840.497,1128.076,685.853,0.000,1128.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6986,2649.433,1756.343,1756.343,1122.959,683.378,0.000,1122.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6987,2649.822,1749.573,1749.573,1117.828,680.902,0.000,1117.828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6988,2650.211,1673.031,1673.031,1112.685,678.427,0.000,1112.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6989,2650.599,1729.573,1729.573,1107.528,675.952,0.000,1107.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6990,2650.988,1692.803,1692.803,1102.360,673.476,0.000,1102.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6991,2651.377,1734.803,1734.803,1097.179,671.001,0.000,1097.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6992,2651.766,1607.416,1607.416,1091.987,668.526,0.000,1091.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6993,2652.155,1679.730,1679.730,1086.785,666.051,0.000,1086.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6994,2652.543,1619.497,1619.497,1081.572,663.575,0.000,1081.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6995,2652.932,1592.882,1592.882,1076.349,661.100,0.000,1076.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6996,2653.321,1655.960,1655.960,1071.116,658.625,0.000,1071.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6997,2653.710,1610.801,1610.801,1065.874,656.149,0.000,1065.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6998,2654.098,1671.732,1671.732,1060.623,653.674,0.000,1060.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6999,2654.487,1624.421,1624.421,1055.364,651.199,0.000,1055.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7000,2654.876,1517.115,1517.115,1050.098,648.723,0.000,1050.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7001,2655.265,1561.196,1561.196,1044.823,646.248,0.000,1044.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7002,2655.654,1627.340,1627.340,1039.542,643.773,0.000,1039.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7003,2656.042,1604.424,1604.424,1034.254,641.298,0.000,1034.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7004,2656.431,1640.732,1640.732,1028.960,638.822,0.000,1028.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7005,2656.820,1520.578,1520.578,1023.660,636.347,0.000,1023.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7006,2657.209,1511.424,1511.424,1018.355,633.872,0.000,1018.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7007,2657.597,1501.348,1501.348,1013.045,631.396,0.000,1013.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7008,2657.986,1454.115,1454.115,1007.730,628.921,0.000,1007.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7009,2658.375,1497.193,1497.193,1002.412,626.446,0.000,1002.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7010,2658.764,1542.732,1542.732,997.089,623.971,0.000,997.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7011,2659.153,1442.884,1442.884,991.764,621.495,0.000,991.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7012,2659.541,1470.889,1470.889,986.435,619.020,0.000,986.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7013,2659.930,1471.272,1471.272,981.104,616.545,0.000,981.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7014,2660.319,1452.657,1452.657,975.771,614.069,0.000,975.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7015,2660.708,1386.193,1386.193,970.437,611.594,0.000,970.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7016,2661.097,1385.735,1385.735,965.101,609.119,0.000,965.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7017,2661.485,1378.811,1378.811,959.764,606.643,0.000,959.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7018,2661.874,1432.196,1432.196,954.426,604.168,0.000,954.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7019,2662.263,1365.654,1365.654,949.089,601.693,0.000,949.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7020,2662.652,1394.429,1394.429,943.752,599.218,0.000,943.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7021,2663.041,1332.353,1332.353,938.415,596.742,0.000,938.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7022,2663.430,1344.274,1344.274,933.080,594.267,0.000,933.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7023,2663.818,1322.044,1322.044,927.746,591.792,0.000,927.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7024,2664.207,1298.426,1298.426,922.414,589.316,0.000,922.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7025,2664.596,1353.735,1353.735,917.084,586.841,0.000,917.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7026,2664.985,1391.659,1391.659,911.756,584.366,0.000,911.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7027,2665.374,1327.968,1327.968,906.431,581.891,0.000,906.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7028,2665.762,1308.659,1308.659,901.110,579.415,0.000,901.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7029,2666.151,1277.049,1277.049,895.792,576.940,0.000,895.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7030,2666.540,1314.046,1314.046,890.478,574.465,0.000,890.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7031,2666.929,1249.510,1249.510,885.168,571.989,0.000,885.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7032,2667.318,1254.429,1254.429,879.863,569.514,0.000,879.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7033,2667.707,1264.889,1264.889,874.563,567.039,0.000,874.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7034,2668.095,1297.434,1297.434,869.268,564.564,0.000,869.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7035,2668.484,1262.277,1262.277,863.979,562.088,0.000,863.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7036,2668.873,1239.355,1239.355,858.695,559.613,0.000,858.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7037,2669.262,1201.818,1201.818,853.418,557.138,0.000,853.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7038,2669.651,1216.353,1216.353,848.148,554.662,0.000,848.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7039,2670.040,1153.894,1153.894,842.884,552.187,0.000,842.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7040,2670.428,1136.510,1136.510,837.627,549.712,0.000,837.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7041,2670.817,1128.355,1128.355,832.378,547.236,0.000,832.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7042,2671.206,1193.434,1193.434,827.137,544.761,0.000,827.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7043,2671.595,1156.277,1156.277,821.904,542.286,0.000,821.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7044,2671.984,1182.669,1182.669,816.679,539.811,0.000,816.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7045,2672.373,1132.046,1132.046,811.463,537.335,0.000,811.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7046,2672.762,1125.208,1125.208,806.256,534.860,0.000,806.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7047,2673.150,1136.514,1136.514,801.058,532.385,0.000,801.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7048,2673.539,1132.284,1132.284,795.869,529.909,0.000,795.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7049,2673.928,1087.132,1087.132,790.691,527.434,0.000,790.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7050,2674.317,1054.051,1054.051,785.522,524.959,0.000,785.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7051,2674.706,1096.208,1096.208,780.363,522.484,0.000,780.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7052,2675.095,1145.360,1145.360,775.215,520.008,0.000,775.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7053,2675.484,1077.127,1077.127,770.078,517.533,0.000,770.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7054,2675.872,1004.282,1004.282,764.952,515.058,0.000,764.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7055,2676.261,1045.590,1045.590,759.837,512.582,0.000,759.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7056,2676.650,1041.132,1041.132,754.733,510.107,0.000,754.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7057,2677.039,1042.514,1042.514,749.642,507.632,0.000,749.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7058,2677.428,1011.363,1011.363,744.562,505.156,0.000,744.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7059,2677.817,1027.132,1027.132,739.494,502.681,0.000,739.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7060,2678.206,963.745,963.745,734.439,500.206,0.000,734.439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7061,2678.595,1031.284,1031.284,729.396,497.731,0.000,729.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7062,2678.983,936.745,936.745,724.366,495.255,0.000,724.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7063,2679.372,949.593,949.593,719.349,492.780,0.000,719.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7064,2679.761,944.438,944.438,714.345,490.305,0.000,714.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7065,2680.150,951.980,951.980,709.355,487.829,0.000,709.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7066,2680.539,951.132,951.132,704.378,485.354,0.000,704.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7067,2680.928,931.826,931.826,699.414,482.879,0.000,699.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7068,2681.317,883.284,883.284,695.576,481.515,0.000,695.576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7069,2681.706,950.671,950.671,691.752,480.150,0.000,691.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7070,2682.094,900.823,900.823,687.942,478.786,0.000,687.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7071,2682.483,853.674,853.674,684.147,477.422,0.000,684.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7072,2682.872,847.978,847.978,680.366,476.058,0.000,680.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7073,2683.261,847.059,847.059,676.600,474.694,0.000,676.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7074,2683.650,851.367,851.367,672.848,473.330,0.000,672.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7075,2684.039,859.671,859.671,669.112,471.965,0.000,669.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7076,2684.428,796.519,796.519,665.391,470.601,0.000,665.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7077,2684.817,870.826,870.826,661.685,469.237,0.000,661.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7078,2685.206,835.443,835.443,657.994,467.873,0.000,657.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7079,2685.595,799.595,799.595,654.319,466.509,0.000,654.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7080,2685.983,801.828,801.828,650.660,465.144,0.000,650.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7081,2686.372,825.907,825.907,647.016,463.780,0.000,647.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7082,2686.761,797.370,797.370,643.388,462.416,0.000,643.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7083,2687.150,802.135,802.135,639.777,461.052,0.000,639.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
